"hypothesis","decision","k","total_n","pooled_rho","ci_low","ci_high","fdr","I2","prediction_low","prediction_high","direction_consistent_cohorts"
"H1_identity10_endothelial_positive","NOT_REPLICATED",5,1055,-0.156589063855899,-0.33391205685554,0.0314382497484331,0.102165192552433,0.819435320201565,-0.52648125294775,0.263148662328353,1
"H2_granule3_neutrophil_positive","REPLICATED",5,1055,0.399881949081678,0.287066165591986,0.501756431436353,1.86181375164592e-10,0.663160722669301,0.159160118882881,0.595723629643876,5
